,Relative error mean Counts,Relative error std Counts,Relative error mean Flows,Relative error std Flows,Relative error mean Speeds,Relative error std Speeds,Relative error mean Densities,Relative error std Densities,Cummulative error mean Counts,Cummulative error absolute Counts,Cummulative error mean Flows,Cummulative error absolute Flows,Cummulative error mean Speeds,Cummulative error absolute Speeds,Cummulative error mean Densities,Cummulative error absolute Densities,Absolute error mean Counts,Absolute error std Counts,Absolute error mean Flows,Absolute error std Flows,Absolute error mean Speeds,Absolute error std Speeds,Absolute error mean Densities,Absolute error std Densities
sort-vel-7,43.48177805036875,23.998475380345056,43.48177805036875,23.998475380345056,20.9648599758799,24.544428320344807,35.63339722906177,24.977420702848917,129.0,38.02395209580838,11610.0,38.02395209580838,738.910310888655,22.940011157506206,57814.12196716513,25.918969336797744,6.45,5.314837720946896,580.5,478.3353948852207,36.94551554443275,49.064861517540955,2890.7060983582564,2192.9145977173016
sort-vel-8,38.412422576590494,21.996009531063212,38.412422576590494,21.996009531063212,24.405302894209292,20.913938579179636,37.07820756485823,33.928136593684144,115.0,33.83233532934132,10350.0,33.83233532934132,839.0137081017358,26.48133062266826,63374.740938144794,12.473997252540176,5.75,5.0584088407324295,517.5,455.2567956659186,41.95068540508679,39.46137475944735,3168.73704690724,2417.201024419285
sort-vel-9,39.53788906412594,22.26784826539206,39.53788906412594,22.26784826539206,20.398998685112442,25.702617357069013,41.64819854972634,35.81928849822603,122.0,36.52694610778443,10980.0,36.52694610778443,731.2367836094942,22.163932245850255,66304.66894920765,22.090096453450375,6.1,4.773887304912004,549.0,429.64985744208036,36.561839180474706,53.23566897726584,3315.2334474603826,2164.6693054982625
sort-vel-10,39.44068915217716,22.842526391558195,39.44068915217716,22.842526391558195,20.56905946896297,20.034176644109078,29.5244897680584,21.50916096633369,116.0,32.93413173652694,10440.0,32.93413173652694,727.8995881092,22.294182942208714,51643.16458000297,19.075881650468723,5.8,5.2497618993626745,522.0,472.4785709426407,36.39497940546,39.67641240760757,2582.158229000149,2138.526259685391
sort-vel-11,39.22884904950122,24.994286685578118,39.22884904950122,24.994286685578118,21.367594048645323,18.349546143575157,29.476150419000994,22.83508761634218,112.0,32.93413173652694,10080.0,32.93413173652694,724.0167427844922,23.236528934999246,44675.34027462932,15.407636844786667,5.6,5.0039984012787215,504.0,450.35985611508494,36.20083713922461,36.39641618070656,2233.7670137314662,1444.5650782038524
sort-acc-7,75.6691952995364,19.74709026743902,75.6691952995364,19.74709026743902,40.28368508037723,31.603746504615753,65.94719216373245,23.459515310615522,245.0,73.35329341317366,22050.0,73.35329341317366,1341.008183846579,44.26349398009191,129008.65342093728,59.14626036665653,12.25,7.654247187019766,1102.5,688.882246831779,67.05040919232894,61.013494149589754,6450.432671046864,4049.4426124013203
sort-acc-8,74.91187955805647,25.24838878211689,74.91187955805647,25.24838878211689,46.94497728116217,35.84389101720448,77.75725840738328,30.23801704512062,241.0,72.1556886227545,21690.0,72.1556886227545,1531.2073845723244,49.407410023501534,152863.85026573585,55.022955765344,12.05,8.212642692824277,1084.5,739.137842354185,76.56036922861622,66.39301618478999,7643.192513286793,4711.755828481435
sort-acc-9,77.78390215065627,19.549610025251482,77.78390215065627,19.549610025251482,42.347029294722326,35.97922118828794,68.09721759816517,25.289774438316368,248.0,74.25149700598803,22320.0,74.25149700598803,1359.5140745650854,42.48907400967349,137270.31410474447,62.933962361119235,12.4,7.644605941446557,1116.0,688.0145347301901,67.97570372825427,63.547499386667354,6863.515705237223,4335.597475992103
sort-acc-10,73.32673747000958,22.054473575787927,73.32673747000958,22.054473575787927,37.9198168236271,36.6962826945533,65.61721854536536,24.6348827529794,232.0,69.46107784431138,20880.0,69.46107784431138,1252.048131325571,41.00177314539582,127851.04435764482,58.615534363053534,11.6,7.405403432629447,1044.0,666.4863089366503,62.602406566278546,67.74992981710082,6392.552217882241,3884.2564009235734
sort-acc-11,68.17264473823695,20.7334653241695,68.17264473823695,20.7334653241695,27.86398014743739,26.10722864254249,60.812117242697376,21.421134622160395,225.0,67.36526946107784,20250.0,67.36526946107784,962.738916646086,29.496332856575993,120960.03501769261,54.489312756762,11.25,7.361215932167728,1012.5,662.5094338950955,48.1369458323043,52.57847205476889,6048.00175088463,3548.705180686778
sort-adp-7,74.16143781464247,20.19262312780115,74.16143781464247,20.19262312780115,39.49059997722081,31.53672069447034,63.83106993331656,24.8789342781916,238.0,71.25748502994011,21420.0,71.25748502994011,1307.9761475593368,43.17318494472377,121821.41181299379,55.851144479550456,11.9,7.455870170543476,1071.0,671.0283153489129,65.39880737796685,60.64919882364407,6091.07059064969,3806.444306877694
sort-adp-8,74.13997573723961,23.845231630484328,74.13997573723961,23.845231630484328,48.61507420815976,36.183035303236515,71.06841868588,25.625500887274036,236.0,70.65868263473054,21240.0,70.65868263473054,1577.9065339229742,51.05308206684793,134243.28265771677,52.736813058187465,11.8,7.756287771866127,1062.0,698.0658994679513,78.89532669614871,67.96621895117154,6712.164132885839,3791.4093060743135
sort-adp-9,75.83951922848101,20.14112359375065,75.83951922848101,20.14112359375065,39.30029949863181,33.84952264831404,65.47069109469996,24.50344121071279,241.0,72.1556886227545,21690.0,72.1556886227545,1295.7924054474386,40.923717777002224,130786.7987432645,59.96148200811466,12.05,7.612325531662449,1084.5,685.1092978496205,64.78962027237193,63.81581683788376,6539.339937163225,4118.352307907831
sort-adp-10,71.7056521793216,22.49735710711069,71.7056521793216,22.49735710711069,39.095410776504956,36.89073215493991,67.64477497593927,27.08136476513283,226.0,67.66467065868264,20340.0,67.66467065868264,1292.0817436744292,42.17114051191275,126159.1510198853,53.0053924108407,11.3,7.376313442364011,1017.0,663.8682098127609,64.60408718372146,68.25161994335309,6307.957550994265,3608.139383084117
sort-adp-11,65.04440974858892,21.778023070489358,65.04440974858892,21.778023070489358,28.38753957720162,23.98657030367082,61.40881251866624,23.555374070424786,217.0,64.97005988023952,19530.0,64.97005988023952,946.7479746270063,30.686165291248003,118035.6272169244,50.67258986337817,10.85,7.377499576414762,976.5,663.9749618773286,47.33739873135032,49.04716434299009,5901.78136084622,3416.823992373172
idm-tracker-7,14.95521854873429,11.473113501363722,14.95521854873429,11.473113501363722,8.96405872390374,7.087324182485325,15.172048980670969,11.542231680313735,39.0,9.281437125748504,3510.0,9.281437125748504,268.08091226604216,3.2954288517129426,28034.497891432955,7.35979439104186,1.95,1.3955285736952863,175.5,125.59757163257576,13.404045613302108,11.284147818391029,1401.7248945716478,1096.6427791866731
idm-tracker-8,15.499461443520664,14.100456130252027,15.499461443520664,14.100456130252027,9.966710279537011,9.183121973950955,19.88954708800156,16.558916365451694,38.0,8.383233532934131,3420.0,8.383233532934131,304.28131280934684,3.7551430822881393,32186.91973674422,0.6476559053392372,1.9,1.5459624833740309,171.0,139.13662350366275,15.214065640467343,14.65440470259138,1609.345986837211,1548.0275010690812
idm-tracker-9,16.627488609591307,15.460456194382838,16.627488609591307,15.460456194382838,11.227381435453513,8.3917015864315,22.523704202329686,20.9923002782702,40.0,11.377245508982035,3600.0,11.377245508982035,349.61111591260396,0.209961951674279,32528.34861795761,11.260477678072842,2.0,1.5811388300841898,180.0,142.30249470757707,17.4805557956302,15.571653458801036,1626.4174308978804,1222.6246492698613
idm-tracker-10,7.6433367461290995,9.50273096259214,7.6433367461290995,9.50273096259214,8.978002381376674,6.831894477177687,11.097280339000031,9.66410880326502,21.0,5.688622754491018,1890.0,5.688622754491018,279.2512509415668,0.4690276097431553,18825.809300596193,7.219884085544016,1.05,0.9733961166965893,94.5,87.60565050269304,13.96256254707834,12.432171201049124,941.2904650298096,872.4989275788396
idm-tracker-11,9.02115744076014,12.598243961600412,9.02115744076014,12.598243961600412,7.378737005387324,5.480769563090302,13.899234134688612,16.340394707341865,18.0,2.395209580838323,1620.0,2.395209580838323,233.92265385956958,3.920319774592087,15873.105506374533,0.48284761216291766,0.9,0.7681145747868608,81.0,69.13031173081747,11.696132692978479,10.239744167115434,793.6552753187267,586.9210149167012
ByteTrack-7,43.03131713364097,26.828999965927174,43.03131713364097,26.828999965927174,27.84271900708967,26.480202659054505,31.64501209678677,24.113312243992844,133.0,39.82035928143713,11970.0,39.82035928143713,966.4496268538519,29.540747166209368,57162.840474902856,21.011621107977433,6.65,5.746955715855135,598.5,517.2260144269621,48.3224813426926,51.808644259753194,2858.142023745143,2335.9822244348948
ByteTrack-8,49.843613231263156,25.884338353506337,49.843613231263156,25.884338353506337,33.86036208682397,32.414175435931014,47.892706323040294,30.207239755286977,149.0,44.61077844311377,13410.0,44.61077844311377,1183.2088787279765,37.81342391645321,79740.5603788377,20.400624132499672,7.45,6.1682655584856265,670.5,555.1439002637064,59.16044393639883,65.03456331906833,3987.0280189418854,2895.4230864525894
ByteTrack-9,48.37122118053527,25.46048267440349,48.37122118053527,25.46048267440349,26.3314574989346,27.889924278378913,46.02079706168378,36.80658241042525,143.0,42.81437125748503,12870.0,42.81437125748503,900.2779163863321,26.399340361465075,73872.02959495022,23.8496211116601,7.15,5.96887761643678,643.5,537.1989854793101,45.0138958193166,53.97490539119513,3693.601479747511,2836.4239440474175
ByteTrack-10,42.57622811970638,23.971118363891577,42.57622811970638,23.971118363891577,23.102466287404862,20.47791326451001,36.19473155093219,25.54381954861124,128.0,38.32335329341317,11520.0,38.32335329341317,786.6698507164881,23.220908201629552,60433.62674967047,17.986822450665436,6.4,6.151422599691879,576.0,553.6280339722691,39.333492535824405,40.02358214442286,3021.6813374835233,2318.1277889899475
ByteTrack-11,38.04326124275524,30.26598873743684,38.04326124275524,30.26598873743684,31.184130462553195,25.833120348973484,47.59803020041125,60.64234306209936,126.0,37.724550898203596,11340.0,37.724550898203596,1055.0826289726615,32.593222196286604,63750.75879822395,14.930859779498583,6.3,6.775691846593969,567.0,609.8122661934573,52.754131448633075,51.92417904880979,3187.5379399111976,3023.6909360333825
deepsort-7,40.46782507014891,26.384237054856992,40.46782507014891,26.384237054856992,29.79954398135713,25.259686878275854,42.837954904051756,45.282298655477874,109.0,26.646706586826348,9810.0,26.646706586826348,989.5569784292346,31.42513881796577,63577.293306910804,6.299789487224184,5.45,4.631144566951026,490.5,416.8030110255923,49.47784892146173,51.19589309020097,3178.8646653455403,3504.5078658377574
deepsort-8,38.39488683688459,27.68617263537227,38.39488683688459,27.68617263537227,17.367721205297073,15.665379735174852,35.711665474407724,23.374150532248322,118.0,32.93413173652694,10620.0,32.93413173652694,553.8909327741225,12.813185351215933,63166.28840926116,17.311117017888932,5.9,5.838664230798,531.0,525.47978077182,27.69454663870612,28.807742067934125,3158.314420463058,2246.915197120254
