,Relative error mean Counts,Relative error std Counts,Relative error mean Flows,Relative error std Flows,Relative error mean Speeds,Relative error std Speeds,Relative error mean Densities,Relative error std Densities,Cummulative error mean Counts,Cummulative error absolute Counts,Cummulative error mean Flows,Cummulative error absolute Flows,Cummulative error mean Speeds,Cummulative error absolute Speeds,Cummulative error mean Densities,Cummulative error absolute Densities,Absolute error mean Counts,Absolute error std Counts,Absolute error mean Flows,Absolute error std Flows,Absolute error mean Speeds,Absolute error std Speeds,Absolute error mean Densities,Absolute error std Densities
sort-vel-7,58.92444822978879,26.648885410750104,58.92444822978879,26.648885410750104,23.987126075792094,22.26764796264583,53.54876365078081,28.65155158516088,198.0,60.36585365853659,17820.0,60.36585365853659,730.7893818183884,23.523113036336078,103961.27601379136,46.80596613529851,9.9,6.1473571557214735,891.0,553.2621440149326,36.53946909091942,35.828874182888214,5198.063800689568,3313.122452711444
sort-vel-8,56.30333183400135,26.838360690321736,56.30333183400135,26.838360690321736,19.867318661421738,21.52187182713946,50.63697334689758,27.77411996247782,188.0,57.31707317073171,16920.0,57.31707317073171,613.1672488132356,19.538380808570402,102464.78365943073,49.61061469978277,9.4,6.077828559609098,846.0,547.0045703648188,30.65836244066178,35.57005016290744,5123.239182971536,3431.0079840138806
sort-vel-9,54.20616419900475,27.74399660727637,54.20616419900475,27.74399660727637,19.334467373195093,16.403749609905137,49.378809218467545,25.20396533700704,183.0,55.792682926829265,16470.0,55.792682926829265,591.3502031220851,16.217737301884977,102426.75510091954,42.55322844378433,9.15,6.366121268087815,823.5,572.9509141279033,29.567510156104255,30.521747747008963,5121.337755045977,3308.2879015686244
sort-vel-10,57.269260581180085,26.796769130462494,57.269260581180085,26.796769130462494,17.219509596756055,9.871897336759705,53.846040762966695,23.855575951763537,196.0,59.75609756097561,17640.0,59.75609756097561,522.9871820181871,14.391884198875879,109729.6834339888,51.5164845281644,9.8,6.352952069707436,882.0,571.7656862736693,26.149359100909358,18.60649360257402,5486.48417169944,3249.5043329503637
sort-vel-11,46.10973570919391,25.776805140467406,46.10973570919391,25.776805140467406,20.7413845528569,14.679588337205114,46.326365826765986,30.581655670195197,154.0,42.073170731707314,13860.0,42.073170731707314,617.4513865012062,20.84142292284226,96068.98206124987,20.631534992102495,7.7,5.3113086899558,693.0,478.017782096022,30.87256932506031,26.520906917701346,4803.449103062494,4146.29183982855
sort-acc-7,86.71153322440088,17.57890266538369,86.71153322440088,17.57890266538369,61.90941532588708,38.93128221049838,74.65394064751271,31.067849660912252,291.0,88.71951219512195,26190.0,88.71951219512195,1858.1583418583482,61.82097763179623,141377.51815463783,64.60687799214882,14.55,7.605754400452332,1309.5,684.5178960407098,92.90791709291742,65.31579815512737,7068.875907731892,3937.5800386815126
sort-acc-8,82.27618643611291,25.505367176033264,82.27618643611291,25.505367176033264,48.64492581693901,40.927592074716905,80.1191658147092,25.95395110506255,279.0,85.0609756097561,25110.0,85.0609756097561,1467.108497702503,43.536130904843624,166396.6509146687,80.60876044261677,13.95,7.572813215707885,1255.5,681.5531894137097,73.35542488512515,64.68584496885337,8319.832545733434,4609.36480711911
sort-acc-9,81.29066705353469,25.043501915803393,81.29066705353469,25.043501915803393,48.406410951994474,35.68126346474722,75.52862928797266,27.686723988426575,281.0,85.67073170731707,25290.0,85.67073170731707,1452.9225245506543,47.33097670644094,160636.90474633878,77.78542330357692,14.05,8.077592463104336,1264.5,726.9833216793904,72.64612622753272,59.509295100799875,8031.845237316939,5106.839169564882
sort-acc-10,84.47640288632935,19.255849789395793,84.47640288632935,19.255849789395793,50.01761026294035,35.58870833524904,79.4173704756101,25.598019000860585,287.0,87.5,25830.0,87.5,1534.4561811440608,42.84519375031731,169225.76178286198,82.03239795457344,14.35,8.235745260752058,1291.5,741.2170734676853,76.72280905720304,60.07594164966664,8461.2880891431,5169.431777893025
sort-acc-11,73.408520537197,28.50846572992463,73.408520537197,28.50846572992463,46.793646059842196,32.500129061159925,98.31870787840985,116.07831392199351,247.0,74.6951219512195,22230.0,74.6951219512195,1341.0774218720835,40.82574332194283,239753.6568253963,3.5926853806652947,12.35,8.266045003506814,1111.5,743.9440503156135,67.05387109360417,46.54542130106533,11987.682841269814,20955.58334319469
