,Relative error mean Counts,Relative error std Counts,Relative error mean Flows,Relative error std Flows,Relative error mean Speeds,Relative error std Speeds,Relative error mean Densities,Relative error std Densities,Cummulative error mean Counts,Cummulative error absolute Counts,Cummulative error mean Flows,Cummulative error absolute Flows,Cummulative error mean Speeds,Cummulative error absolute Speeds,Cummulative error mean Densities,Cummulative error absolute Densities,Absolute error mean Counts,Absolute error std Counts,Absolute error mean Flows,Absolute error std Flows,Absolute error mean Speeds,Absolute error std Speeds,Absolute error mean Densities,Absolute error std Densities
sort-vel-7,23.38553092974257,11.120873175066007,23.38553092974257,11.120873175066007,13.45628219343464,10.908087372699303,19.892345040866452,12.050475011865675,96.0,24.8062015503876,8640.0,24.8062015503876,313.023632687534,12.951550446860285,61707.42916463202,10.861512979471364,4.8,2.85657137141714,432.0,257.0914234275426,15.651181634376702,12.49820882660019,3085.371458231601,2409.4875252809165
sort-vel-8,23.829933327972235,11.448109356789816,23.829933327972235,11.448109356789816,12.849143460311803,6.249256914619498,16.84203274072833,9.251442665836027,94.0,24.289405684754524,8460.0,24.289405684754524,301.8959053391834,12.56877138974977,48004.138027550456,12.576596569658715,4.7,2.3259406699226015,423.0,209.33466029303412,15.09479526695917,7.8613827861485825,2400.2069013775226,1432.9911710254487
sort-vel-9,24.328449631786743,10.324341515299436,24.328449631786743,10.324341515299436,13.875623992782309,10.450319632902325,18.778254583245378,11.862144509158126,96.0,24.8062015503876,8640.0,24.8062015503876,314.3242547649256,13.204471211617694,54072.48684956084,10.445194931237365,4.8,2.249444375840399,432.0,202.44999382563586,15.71621273824628,11.052209355785573,2703.624342478042,2003.7635869936637
sort-vel-10,22.19564155628786,10.760373784181562,22.19564155628786,10.760373784181562,12.839509382283808,8.165109566270816,18.448274940044747,10.143829048881267,87.0,21.44702842377261,7830.0,21.44702842377261,297.33266119901674,12.122213562785612,55450.02353697477,9.166560093668421,4.35,2.372235232855292,391.5,213.50117095697624,14.866633059950837,9.655589189731897,2772.5011768487384,2015.784398369413
sort-vel-11,22.862081463061543,9.834141530379735,22.862081463061543,9.834141530379735,12.901606154058907,10.390367238303565,17.805040954053403,9.610336168503348,92.0,23.772609819121445,8280.0,23.772609819121445,297.87463040940304,12.261721143753935,51256.33024705886,10.831812740742446,4.6,2.2671568097509267,414.0,204.04411287758342,14.893731520470151,11.087384838397503,2562.816512352943,1745.290206522354
sort-acc-7,43.956535366214815,17.938944833376496,43.956535366214815,17.938944833376496,19.836046762255172,22.22033133222437,35.065509074506856,19.963110914617975,151.0,39.01808785529716,13590.0,39.01808785529716,475.97014868817416,18.79276597437124,89734.265025746,26.915515495625453,7.55,3.057368149242089,679.5,275.1631334317881,23.79850743440871,28.978828539954723,4486.7132512873,2084.8557611931724
sort-acc-8,41.164297075738034,20.682795319383498,41.164297075738034,20.682795319383498,14.722086222764252,11.347562102708416,33.64702873091703,19.205966906362658,154.0,39.79328165374677,13860.0,39.79328165374677,332.1072254395963,13.550750785407802,91473.79085528088,27.984695535925233,7.7,3.689173349139344,693.0,332.0256014225409,16.605361271979813,12.273333357943383,4573.689542764044,2431.2878912626097
sort-acc-9,39.23521440349481,16.506457735502014,39.23521440349481,16.506457735502014,15.605686972674727,13.64727174224794,32.165769158294516,15.208825437270102,152.0,39.276485788113696,13680.0,39.276485788113696,343.9900364865208,14.05976681016664,91538.57576022187,25.668162972293796,7.6,3.4409301068170506,684.0,309.6837096135346,17.199501824326042,13.714772800475535,4576.928788011093,2145.4325009484114
sort-acc-10,43.75037993691361,18.360324789048956,43.75037993691361,18.360324789048956,19.214866927921715,20.99345547534483,35.193021928406765,20.059281126349912,149.0,38.50129198966408,13410.0,38.50129198966408,452.056596447021,18.174338638292486,88978.91984654623,26.718032431552174,7.45,3.1697791721190924,670.5,285.2801254907183,22.602829822351048,27.66317313110873,4448.945992327312,2081.4420772168073
sort-acc-11,39.46725519614269,16.21886384538691,39.46725519614269,16.21886384538691,15.051128365564745,14.894394147746516,34.22906614478491,16.500645333328286,151.0,39.01808785529716,13590.0,39.01808785529716,332.85613942035206,13.069080224042686,96161.0375223108,25.080559793232567,7.55,3.0079062485390065,679.5,270.7115623685106,16.642806971017603,15.620963171454994,4808.05187611554,2337.143131578324
